filepath,label,img_size
data\bali-26_train\bali-26_train\coffeearabica\7867.jpg,coffeearabica,1
data\bali-26_train\bali-26_train\coffeearabica\7868.jpg,coffeearabica,1
data\bali-26_train\bali-26_train\coffeearabica\7869.jpg,coffeearabica,1
data\bali-26_train\bali-26_train\coffeearabica\7870.jpg,coffeearabica,1
data\bali-26_train\bali-26_train\coffeearabica\7871.jpg,coffeearabica,1
data\bali-26_train\bali-26_train\coffeearabica\7872.jpg,coffeearabica,1
data\bali-26_train\bali-26_train\coffeearabica\7873.jpg,coffeearabica,1
data\bali-26_train\bali-26_train\coffeearabica\7874.jpg,coffeearabica,1
data\bali-26_train\bali-26_train\coffeearabica\7875.jpg,coffeearabica,1
data\bali-26_train\bali-26_train\coffeearabica\7876.jpg,coffeearabica,1
data\bali-26_train\bali-26_train\coffeearabica\7877.jpg,coffeearabica,1
data\bali-26_train\bali-26_train\coffeearabica\7878.jpg,coffeearabica,1
data\bali-26_train\bali-26_train\coffeearabica\7879.jpg,coffeearabica,1
data\bali-26_train\bali-26_train\coffeearabica\7880.jpg,coffeearabica,1
data\bali-26_train\bali-26_train\coffeearabica\7881.jpg,coffeearabica,1
data\bali-26_train\bali-26_train\coffeearabica\7882.jpg,coffeearabica,1
data\bali-26_train\bali-26_train\coffeearabica\7883.jpg,coffeearabica,1
data\bali-26_train\bali-26_train\coffeearabica\7884.jpg,coffeearabica,1
data\bali-26_train\bali-26_train\coffeearabica\7885.jpg,coffeearabica,1
data\bali-26_train\bali-26_train\coffeearabica\7886.jpg,coffeearabica,1
data\bali-26_train\bali-26_train\coffeearabica\7887.jpg,coffeearabica,1
data\bali-26_train\bali-26_train\coffeearabica\7888.jpg,coffeearabica,1
data\bali-26_train\bali-26_train\dragonfruit\7889.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7890.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7891.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7892.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7893.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7894.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7895.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7896.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7897.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7898.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7899.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7900.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7901.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7902.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7903.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7904.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7905.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7906.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7907.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7908.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7909.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7910.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7911.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7912.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7913.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7914.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7915.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7916.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7917.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7918.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7919.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7920.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7921.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7922.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7923.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7924.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7925.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7926.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7927.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7928.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7929.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7930.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7931.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7932.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7933.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7934.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7935.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7936.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7937.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7938.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7939.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7940.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7941.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7942.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7943.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7944.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7945.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7946.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7947.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7948.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7949.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7950.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7951.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7952.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7953.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7954.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7955.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7956.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7957.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7958.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7959.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7960.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7961.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7962.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7963.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7964.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7965.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7966.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7967.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7968.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7969.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7970.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7971.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7972.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7973.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7974.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7975.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7976.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7977.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7978.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7979.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7980.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7981.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7982.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7983.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7984.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7985.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7986.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7987.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7988.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7989.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7990.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7991.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7992.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7993.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7994.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7995.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7996.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7997.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7998.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\7999.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8000.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8001.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8002.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8003.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8004.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8005.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8006.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8007.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8008.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8009.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8010.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8011.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8012.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8013.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8014.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8015.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8016.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8017.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8018.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8019.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8020.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8021.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8022.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8023.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8024.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8025.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8026.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8027.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8028.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8029.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8030.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8031.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8032.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8033.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8034.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8035.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8036.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8037.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8038.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8039.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8040.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8041.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8042.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8043.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8044.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8045.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8046.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8047.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8048.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8049.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8050.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8051.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8052.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8053.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8054.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8055.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8056.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8057.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8058.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8059.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8060.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8061.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8062.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8063.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8064.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8065.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8066.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8067.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8068.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8069.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8070.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8071.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8072.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8073.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8074.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8075.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8076.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8077.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8078.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8079.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8080.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8081.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8082.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8083.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8084.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8085.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8086.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8087.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8088.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8089.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8090.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8091.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8092.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8093.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8094.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8095.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8096.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8097.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8098.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8099.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8100.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8101.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8102.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8103.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8104.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8105.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8106.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8107.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8108.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8109.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8110.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8111.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8112.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8113.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8114.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8115.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8116.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8117.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8118.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8119.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8120.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8121.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8122.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8123.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8124.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8125.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8126.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8127.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8128.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8129.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8130.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8131.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8132.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8133.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8134.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8135.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8136.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8137.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8138.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8139.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8140.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8141.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8142.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8143.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8144.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8145.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8146.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8147.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8148.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8149.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8150.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8151.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8152.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8153.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8154.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8155.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8156.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8157.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8158.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8159.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8160.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8161.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8162.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8163.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8164.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8165.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8166.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8167.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8168.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8169.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8170.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8171.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8172.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8173.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8174.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8175.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8176.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8177.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8178.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8179.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8180.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8181.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8182.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8183.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8184.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8185.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8186.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8187.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8188.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8189.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8190.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8191.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8192.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8193.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8194.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8195.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8196.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8197.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8198.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8199.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8200.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8201.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8202.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8203.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8204.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8205.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8206.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8207.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8208.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8209.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8210.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8211.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8212.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8213.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8214.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8215.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8216.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8217.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8218.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8219.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8220.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8221.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8222.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8223.jpg,dragonfruit,1
data\bali-26_train\bali-26_train\dragonfruit\8224.jpg,dragonfruit,1
